Path,Family,Instrument ID,Instrument Name,Pitch,Pitch ID,Dynamics,Dynamics ID
Brass/Bass_Tuba/ordinario/BTb-ord-B2-mf-N-T17u.wav,Brass,BTb,Bass Tuba,B2,47,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-C3-mf-N-T28u.wav,Brass,BTb,Bass Tuba,C3,48,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-C#3-mf-N-T25u.wav,Brass,BTb,Bass Tuba,C#3,49,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-D3-mf-N-T16u.wav,Brass,BTb,Bass Tuba,D3,50,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-D#3-mf-N-T25u.wav,Brass,BTb,Bass Tuba,D#3,51,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-E3-mf-N-T23u.wav,Brass,BTb,Bass Tuba,E3,52,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-F3-mf-N-N.wav,Brass,BTb,Bass Tuba,F3,53,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-F#3-mf-N-N.wav,Brass,BTb,Bass Tuba,F#3,54,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-G3-mf-N-T14u.wav,Brass,BTb,Bass Tuba,G3,55,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-G#3-mf-N-T11u.wav,Brass,BTb,Bass Tuba,G#3,56,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-A3-mf-N-N.wav,Brass,BTb,Bass Tuba,A3,57,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-A#3-mf-N-T14u.wav,Brass,BTb,Bass Tuba,A#3,58,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-B3-mf-N-N.wav,Brass,BTb,Bass Tuba,B3,59,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-C4-mf-N-N.wav,Brass,BTb,Bass Tuba,C4,60,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-C#4-mf-N-N.wav,Brass,BTb,Bass Tuba,C#4,61,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-D4-mf-N-N.wav,Brass,BTb,Bass Tuba,D4,62,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-D#4-mf-N-N.wav,Brass,BTb,Bass Tuba,D#4,63,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-E4-mf-N-T11d.wav,Brass,BTb,Bass Tuba,E4,64,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-F4-mf-N-N.wav,Brass,BTb,Bass Tuba,F4,65,mf,2
Brass/Bass_Tuba/ordinario/BTb-ord-F#1-ff-N-N.wav,Brass,BTb,Bass Tuba,F#1,30,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-G1-ff-N-T15d.wav,Brass,BTb,Bass Tuba,G1,31,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-G#1-ff-N-T12u.wav,Brass,BTb,Bass Tuba,G#1,32,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-A1-ff-N-T19d.wav,Brass,BTb,Bass Tuba,A1,33,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-A#1-ff-N-T30d.wav,Brass,BTb,Bass Tuba,A#1,34,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-B1-ff-N-N.wav,Brass,BTb,Bass Tuba,B1,35,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-C2-ff-N-N.wav,Brass,BTb,Bass Tuba,C2,36,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-C#2-ff-N-N.wav,Brass,BTb,Bass Tuba,C#2,37,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-D2-ff-N-T13u.wav,Brass,BTb,Bass Tuba,D2,38,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-D#2-ff-N-N.wav,Brass,BTb,Bass Tuba,D#2,39,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-E2-ff-N-T10u.wav,Brass,BTb,Bass Tuba,E2,40,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-F2-ff-N-T15u.wav,Brass,BTb,Bass Tuba,F2,41,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-F#2-ff-N-N.wav,Brass,BTb,Bass Tuba,F#2,42,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-G2-ff-N-N.wav,Brass,BTb,Bass Tuba,G2,43,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-G#2-ff-N-N.wav,Brass,BTb,Bass Tuba,G#2,44,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-A2-ff-N-N.wav,Brass,BTb,Bass Tuba,A2,45,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-A#2-ff-N-T19u.wav,Brass,BTb,Bass Tuba,A#2,46,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-B2-ff-N-N.wav,Brass,BTb,Bass Tuba,B2,47,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-C3-ff-N-T18u.wav,Brass,BTb,Bass Tuba,C3,48,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-C#3-ff-N-N.wav,Brass,BTb,Bass Tuba,C#3,49,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-D3-ff-N-T15u.wav,Brass,BTb,Bass Tuba,D3,50,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-D#3-ff-N-T17u.wav,Brass,BTb,Bass Tuba,D#3,51,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-E3-ff-N-T16u.wav,Brass,BTb,Bass Tuba,E3,52,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-F3-ff-N-N.wav,Brass,BTb,Bass Tuba,F3,53,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-F#3-ff-N-N.wav,Brass,BTb,Bass Tuba,F#3,54,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-G3-ff-N-T14u.wav,Brass,BTb,Bass Tuba,G3,55,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-G#3-ff-N-N.wav,Brass,BTb,Bass Tuba,G#3,56,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-A3-ff-N-N.wav,Brass,BTb,Bass Tuba,A3,57,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-A#3-ff-N-N.wav,Brass,BTb,Bass Tuba,A#3,58,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-B3-ff-N-T18d.wav,Brass,BTb,Bass Tuba,B3,59,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-C4-ff-N-N.wav,Brass,BTb,Bass Tuba,C4,60,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-C#4-ff-N-T21u.wav,Brass,BTb,Bass Tuba,C#4,61,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-D4-ff-N-N.wav,Brass,BTb,Bass Tuba,D4,62,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-D#4-ff-N-N.wav,Brass,BTb,Bass Tuba,D#4,63,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-E4-ff-N-N.wav,Brass,BTb,Bass Tuba,E4,64,ff,4
Brass/Bass_Tuba/ordinario/BTb-ord-F4-ff-N-N.wav,Brass,BTb,Bass Tuba,F4,65,ff,4
Brass/Horn/ordinario/Hn-ord-A#1-pp-N-N.wav,Brass,Hn,French Horn,A#1,34,pp,0
Brass/Horn/ordinario/Hn-ord-B1-pp-N-T15d.wav,Brass,Hn,French Horn,B1,35,pp,0
Brass/Horn/ordinario/Hn-ord-C2-pp-N-N.wav,Brass,Hn,French Horn,C2,36,pp,0
Brass/Horn/ordinario/Hn-ord-C#2-pp-N-N.wav,Brass,Hn,French Horn,C#2,37,pp,0
Brass/Horn/ordinario/Hn-ord-D2-pp-N-N.wav,Brass,Hn,French Horn,D2,38,pp,0
Brass/Horn/ordinario/Hn-ord-D#2-pp-N-R100u.wav,Brass,Hn,French Horn,D#2,39,pp,0
Brass/Horn/ordinario/Hn-ord-E2-pp-N-N.wav,Brass,Hn,French Horn,E2,40,pp,0
Brass/Horn/ordinario/Hn-ord-F2-pp-N-N.wav,Brass,Hn,French Horn,F2,41,pp,0
Brass/Horn/ordinario/Hn-ord-F#2-pp-N-N.wav,Brass,Hn,French Horn,F#2,42,pp,0
Brass/Horn/ordinario/Hn-ord-G2-pp-N-N.wav,Brass,Hn,French Horn,G2,43,pp,0
Brass/Horn/ordinario/Hn-ord-G#2-pp-N-N.wav,Brass,Hn,French Horn,G#2,44,pp,0
Brass/Horn/ordinario/Hn-ord-A2-pp-N-R100u.wav,Brass,Hn,French Horn,A2,45,pp,0
Brass/Horn/ordinario/Hn-ord-A#2-pp-N-R100d.wav,Brass,Hn,French Horn,A#2,46,pp,0
Brass/Horn/ordinario/Hn-ord-B2-pp-N-N.wav,Brass,Hn,French Horn,B2,47,pp,0
Brass/Horn/ordinario/Hn-ord-C3-pp-N-N.wav,Brass,Hn,French Horn,C3,48,pp,0
Brass/Horn/ordinario/Hn-ord-C#3-pp-N-N.wav,Brass,Hn,French Horn,C#3,49,pp,0
Brass/Horn/ordinario/Hn-ord-D3-pp-N-N.wav,Brass,Hn,French Horn,D3,50,pp,0
Brass/Horn/ordinario/Hn-ord-D#3-pp-N-N.wav,Brass,Hn,French Horn,D#3,51,pp,0
Brass/Horn/ordinario/Hn-ord-E3-pp-N-N.wav,Brass,Hn,French Horn,E3,52,pp,0
Brass/Horn/ordinario/Hn-ord-F3-pp-N-N.wav,Brass,Hn,French Horn,F3,53,pp,0
Brass/Horn/ordinario/Hn-ord-F#3-pp-N-N.wav,Brass,Hn,French Horn,F#3,54,pp,0
Brass/Horn/ordinario/Hn-ord-G3-pp-N-N.wav,Brass,Hn,French Horn,G3,55,pp,0
Brass/Horn/ordinario/Hn-ord-G#3-pp-N-N.wav,Brass,Hn,French Horn,G#3,56,pp,0
Brass/Horn/ordinario/Hn-ord-A3-pp-N-N.wav,Brass,Hn,French Horn,A3,57,pp,0
Brass/Horn/ordinario/Hn-ord-A#3-pp-N-N.wav,Brass,Hn,French Horn,A#3,58,pp,0
Brass/Horn/ordinario/Hn-ord-B3-pp-N-N.wav,Brass,Hn,French Horn,B3,59,pp,0
Brass/Horn/ordinario/Hn-ord-C4-pp-N-N.wav,Brass,Hn,French Horn,C4,60,pp,0
Brass/Horn/ordinario/Hn-ord-C#4-pp-N-N.wav,Brass,Hn,French Horn,C#4,61,pp,0
Brass/Horn/ordinario/Hn-ord-D4-pp-N-N.wav,Brass,Hn,French Horn,D4,62,pp,0
Brass/Horn/ordinario/Hn-ord-D#4-pp-N-N.wav,Brass,Hn,French Horn,D#4,63,pp,0
Brass/Horn/ordinario/Hn-ord-E4-pp-N-N.wav,Brass,Hn,French Horn,E4,64,pp,0
Brass/Horn/ordinario/Hn-ord-F4-pp-N-N.wav,Brass,Hn,French Horn,F4,65,pp,0
Brass/Horn/ordinario/Hn-ord-F#4-pp-N-T10u.wav,Brass,Hn,French Horn,F#4,66,pp,0
Brass/Horn/ordinario/Hn-ord-G4-pp-N-N.wav,Brass,Hn,French Horn,G4,67,pp,0
Brass/Horn/ordinario/Hn-ord-G#4-pp-N-T10u.wav,Brass,Hn,French Horn,G#4,68,pp,0
Brass/Horn/ordinario/Hn-ord-A4-pp-N-N.wav,Brass,Hn,French Horn,A4,69,pp,0
Brass/Horn/ordinario/Hn-ord-A#4-pp-N-N.wav,Brass,Hn,French Horn,A#4,70,pp,0
Brass/Horn/ordinario/Hn-ord-B4-pp-N-N.wav,Brass,Hn,French Horn,B4,71,pp,0
Brass/Horn/ordinario/Hn-ord-C5-pp-N-N.wav,Brass,Hn,French Horn,C5,72,pp,0
Brass/Horn/ordinario/Hn-ord-C#5-pp-N-N.wav,Brass,Hn,French Horn,C#5,73,pp,0
Brass/Horn/ordinario/Hn-ord-D5-pp-N-T10u.wav,Brass,Hn,French Horn,D5,74,pp,0
Brass/Horn/ordinario/Hn-ord-D#5-pp-N-N.wav,Brass,Hn,French Horn,D#5,75,pp,0
Brass/Horn/ordinario/Hn-ord-E5-pp-N-N.wav,Brass,Hn,French Horn,E5,76,pp,0
Brass/Horn/ordinario/Hn-ord-F5-pp-N-T11u.wav,Brass,Hn,French Horn,F5,77,pp,0
Brass/Horn/ordinario/Hn-ord-G1-mf-N-T40d.wav,Brass,Hn,French Horn,G1,31,mf,2
Brass/Horn/ordinario/Hn-ord-G#1-mf-N-N.wav,Brass,Hn,French Horn,G#1,32,mf,2
Brass/Horn/ordinario/Hn-ord-A1-mf-N-N.wav,Brass,Hn,French Horn,A1,33,mf,2
Brass/Horn/ordinario/Hn-ord-A#1-mf-N-T17d.wav,Brass,Hn,French Horn,A#1,34,mf,2
Brass/Horn/ordinario/Hn-ord-B1-mf-N-N.wav,Brass,Hn,French Horn,B1,35,mf,2
Brass/Horn/ordinario/Hn-ord-C2-mf-N-N.wav,Brass,Hn,French Horn,C2,36,mf,2
Brass/Horn/ordinario/Hn-ord-C#2-mf-N-N.wav,Brass,Hn,French Horn,C#2,37,mf,2
Brass/Horn/ordinario/Hn-ord-D2-mf-N-N.wav,Brass,Hn,French Horn,D2,38,mf,2
Brass/Horn/ordinario/Hn-ord-D#2-mf-N-N.wav,Brass,Hn,French Horn,D#2,39,mf,2
Brass/Horn/ordinario/Hn-ord-E2-mf-N-N.wav,Brass,Hn,French Horn,E2,40,mf,2
Brass/Horn/ordinario/Hn-ord-F2-mf-N-N.wav,Brass,Hn,French Horn,F2,41,mf,2
Brass/Horn/ordinario/Hn-ord-F#2-mf-N-N.wav,Brass,Hn,French Horn,F#2,42,mf,2
Brass/Horn/ordinario/Hn-ord-G2-mf-N-N.wav,Brass,Hn,French Horn,G2,43,mf,2
Brass/Horn/ordinario/Hn-ord-G#2-mf-N-N.wav,Brass,Hn,French Horn,G#2,44,mf,2
Brass/Horn/ordinario/Hn-ord-A2-mf-N-N.wav,Brass,Hn,French Horn,A2,45,mf,2
Brass/Horn/ordinario/Hn-ord-A#2-mf-N-N.wav,Brass,Hn,French Horn,A#2,46,mf,2
Brass/Horn/ordinario/Hn-ord-B2-mf-N-N.wav,Brass,Hn,French Horn,B2,47,mf,2
Brass/Horn/ordinario/Hn-ord-C3-mf-N-N.wav,Brass,Hn,French Horn,C3,48,mf,2
Brass/Horn/ordinario/Hn-ord-C#3-mf-N-N.wav,Brass,Hn,French Horn,C#3,49,mf,2
Brass/Horn/ordinario/Hn-ord-D3-mf-N-N.wav,Brass,Hn,French Horn,D3,50,mf,2
Brass/Horn/ordinario/Hn-ord-D#3-mf-N-N.wav,Brass,Hn,French Horn,D#3,51,mf,2
Brass/Horn/ordinario/Hn-ord-E3-mf-N-N.wav,Brass,Hn,French Horn,E3,52,mf,2
Brass/Horn/ordinario/Hn-ord-F3-mf-N-N.wav,Brass,Hn,French Horn,F3,53,mf,2
Brass/Horn/ordinario/Hn-ord-F#3-mf-N-N.wav,Brass,Hn,French Horn,F#3,54,mf,2
Brass/Horn/ordinario/Hn-ord-G3-mf-N-N.wav,Brass,Hn,French Horn,G3,55,mf,2
Brass/Horn/ordinario/Hn-ord-G#3-mf-N-N.wav,Brass,Hn,French Horn,G#3,56,mf,2
Brass/Horn/ordinario/Hn-ord-A3-mf-N-N.wav,Brass,Hn,French Horn,A3,57,mf,2
Brass/Horn/ordinario/Hn-ord-A#3-mf-N-N.wav,Brass,Hn,French Horn,A#3,58,mf,2
Brass/Horn/ordinario/Hn-ord-B3-mf-N-N.wav,Brass,Hn,French Horn,B3,59,mf,2
Brass/Horn/ordinario/Hn-ord-C4-mf-N-N.wav,Brass,Hn,French Horn,C4,60,mf,2
Brass/Horn/ordinario/Hn-ord-C#4-mf-N-T12u.wav,Brass,Hn,French Horn,C#4,61,mf,2
Brass/Horn/ordinario/Hn-ord-D4-mf-N-N.wav,Brass,Hn,French Horn,D4,62,mf,2
Brass/Horn/ordinario/Hn-ord-D#4-mf-N-N.wav,Brass,Hn,French Horn,D#4,63,mf,2
Brass/Horn/ordinario/Hn-ord-E4-mf-N-N.wav,Brass,Hn,French Horn,E4,64,mf,2
Brass/Horn/ordinario/Hn-ord-F4-mf-N-N.wav,Brass,Hn,French Horn,F4,65,mf,2
Brass/Horn/ordinario/Hn-ord-F#4-mf-N-N.wav,Brass,Hn,French Horn,F#4,66,mf,2
Brass/Horn/ordinario/Hn-ord-G4-mf-N-N.wav,Brass,Hn,French Horn,G4,67,mf,2
Brass/Horn/ordinario/Hn-ord-G#4-mf-N-N.wav,Brass,Hn,French Horn,G#4,68,mf,2
Brass/Horn/ordinario/Hn-ord-A4-mf-N-N.wav,Brass,Hn,French Horn,A4,69,mf,2
Brass/Horn/ordinario/Hn-ord-A#4-mf-N-N.wav,Brass,Hn,French Horn,A#4,70,mf,2
Brass/Horn/ordinario/Hn-ord-B4-mf-N-N.wav,Brass,Hn,French Horn,B4,71,mf,2
Brass/Horn/ordinario/Hn-ord-C5-mf-N-N.wav,Brass,Hn,French Horn,C5,72,mf,2
Brass/Horn/ordinario/Hn-ord-C#5-mf-N-N.wav,Brass,Hn,French Horn,C#5,73,mf,2
Brass/Horn/ordinario/Hn-ord-D5-mf-N-N.wav,Brass,Hn,French Horn,D5,74,mf,2
Brass/Horn/ordinario/Hn-ord-D#5-mf-N-N.wav,Brass,Hn,French Horn,D#5,75,mf,2
Brass/Horn/ordinario/Hn-ord-E5-mf-N-T13u.wav,Brass,Hn,French Horn,E5,76,mf,2
Brass/Horn/ordinario/Hn-ord-F5-mf-N-N.wav,Brass,Hn,French Horn,F5,77,mf,2
Brass/Horn/ordinario/Hn-ord-B1-ff-N-N.wav,Brass,Hn,French Horn,B1,35,ff,4
Brass/Horn/ordinario/Hn-ord-C2-ff-N-N.wav,Brass,Hn,French Horn,C2,36,ff,4
Brass/Horn/ordinario/Hn-ord-C#2-ff-N-N.wav,Brass,Hn,French Horn,C#2,37,ff,4
Brass/Horn/ordinario/Hn-ord-D2-ff-N-N.wav,Brass,Hn,French Horn,D2,38,ff,4
Brass/Horn/ordinario/Hn-ord-D#2-ff-N-T11u.wav,Brass,Hn,French Horn,D#2,39,ff,4
Brass/Horn/ordinario/Hn-ord-E2-ff-N-T18u.wav,Brass,Hn,French Horn,E2,40,ff,4
Brass/Horn/ordinario/Hn-ord-F2-ff-N-T11u.wav,Brass,Hn,French Horn,F2,41,ff,4
Brass/Horn/ordinario/Hn-ord-F#2-ff-N-N.wav,Brass,Hn,French Horn,F#2,42,ff,4
Brass/Horn/ordinario/Hn-ord-G2-ff-N-R100u.wav,Brass,Hn,French Horn,G2,43,ff,4
Brass/Horn/ordinario/Hn-ord-G#2-ff-N-N.wav,Brass,Hn,French Horn,G#2,44,ff,4
Brass/Horn/ordinario/Hn-ord-A2-ff-N-N.wav,Brass,Hn,French Horn,A2,45,ff,4
Brass/Horn/ordinario/Hn-ord-A#2-ff-N-N.wav,Brass,Hn,French Horn,A#2,46,ff,4
Brass/Horn/ordinario/Hn-ord-B2-ff-N-N.wav,Brass,Hn,French Horn,B2,47,ff,4
Brass/Horn/ordinario/Hn-ord-C3-ff-N-N.wav,Brass,Hn,French Horn,C3,48,ff,4
Brass/Horn/ordinario/Hn-ord-C#3-ff-N-N.wav,Brass,Hn,French Horn,C#3,49,ff,4
Brass/Horn/ordinario/Hn-ord-D3-ff-N-N.wav,Brass,Hn,French Horn,D3,50,ff,4
Brass/Horn/ordinario/Hn-ord-D#3-ff-N-N.wav,Brass,Hn,French Horn,D#3,51,ff,4
Brass/Horn/ordinario/Hn-ord-E3-ff-N-N.wav,Brass,Hn,French Horn,E3,52,ff,4
Brass/Horn/ordinario/Hn-ord-F3-ff-N-N.wav,Brass,Hn,French Horn,F3,53,ff,4
Brass/Horn/ordinario/Hn-ord-F#3-ff-N-N.wav,Brass,Hn,French Horn,F#3,54,ff,4
Brass/Horn/ordinario/Hn-ord-G3-ff-N-N.wav,Brass,Hn,French Horn,G3,55,ff,4
Brass/Horn/ordinario/Hn-ord-G#3-ff-N-N.wav,Brass,Hn,French Horn,G#3,56,ff,4
Brass/Horn/ordinario/Hn-ord-A3-ff-N-N.wav,Brass,Hn,French Horn,A3,57,ff,4
Brass/Horn/ordinario/Hn-ord-A#3-ff-N-N.wav,Brass,Hn,French Horn,A#3,58,ff,4
Brass/Horn/ordinario/Hn-ord-B3-ff-N-N.wav,Brass,Hn,French Horn,B3,59,ff,4
Brass/Horn/ordinario/Hn-ord-C4-ff-N-N.wav,Brass,Hn,French Horn,C4,60,ff,4
Brass/Horn/ordinario/Hn-ord-C#4-ff-N-N.wav,Brass,Hn,French Horn,C#4,61,ff,4
Brass/Horn/ordinario/Hn-ord-D4-ff-N-N.wav,Brass,Hn,French Horn,D4,62,ff,4
